text;created_at;coordinates;retweet_count;favorite_count;screen_name;location;lang;followers_count;geo_enabled;statuses_count;lat;long;hashtags
"RT @ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to the ears 🙈😁

Art by @mspainteilyn ✏

@lizasoberano 💙 https://t…";Wed Aug 17 13:41:19 +0000 2016;;0.0;0.0;lizquen_kyla;Dolce Amore;ja;498.0;True;6155.0;37.7892086;-122.4223588;
"RT @ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to the ears 🙈😁

Art by @mspainteilyn ✏

@lizasoberano 💙 https://t…";Wed Aug 17 13:41:23 +0000 2016;;0.0;0.0;kimlugylle_;Republic of the Philippines;en;393.0;False;1448.0;12.7503486;122.7312101;
"How can we get python3 docs to show up before python2 docs in google? https://t.co/1uq7xCXjmT #Python 

With extremely small exception, I …";Wed Aug 17 13:41:23 +0000 2016;;0.0;0.0;programmingncr;Gurgaon, Haryana, India;en;590.0;False;111575.0;28.4646148;77.0299194;#Python
#MotorolaMobility NZ firefighters adopt Motorola and Spark radio. Read more: https://t.co/h0DU4tZjnJ;Wed Aug 17 13:41:25 +0000 2016;;0.0;0.0;tc_equipment;San Mateo, CA;en;152.0;False;37012.0;37.496904;-122.3330572;#MotorolaMobility
"RT @ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to the ears 🙈😁

Art by @mspainteilyn ✏

@lizasoberano 💙 https://t…";Wed Aug 17 13:41:29 +0000 2016;;0.0;0.0;Desdes_Gil;Bipolar;en;455.0;False;15775.0;39.4737322;-0.3818643;
"RT @ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to the ears 🙈😁

Art by @mspainteilyn ✏

@lizasoberano 💙 https://t…";Wed Aug 17 13:41:32 +0000 2016;;0.0;0.0;maevi_rizza;Navotas City;en;28.0;False;112.0;14.6569825;120.9478036;
RT @openshift: Don't miss this new #OpenShift Commons #BigData session in a couple of hours. https://t.co/8ZcTiNQP2z;Wed Aug 17 13:41:35 +0000 2016;;0.0;0.0;Joerg1968;Munich, Bavaria;en;298.0;True;4491.0;48.1371079;11.5753822;#OpenShift #BigData
RT @SeriousStrange: A 17ft python pregnant with 87 eggs was caught in Florida. https://t.co/MM8milG7TV;Wed Aug 17 13:41:36 +0000 2016;;0.0;0.0;_PomegranateJas;Kansas, USA;en;985.0;True;23276.0;38.27312;-98.5821871;
"RT @MichelleVito: you show me love never apart, you're always there for me i'm alright. you are the spark 🎶 #LSS
@lizasoberano 😍😍 https://t…";Wed Aug 17 13:41:38 +0000 2016;;0.0;0.0;lizasoberano_ph;PH;en;10657.0;True;24768.0;12.44249325;122.160395163807;#LSS
Rethinking Chilled Water Temperatures Can Bring Big Savings in Data Center Cooling: There’s no sug... https://t.co/tEt5iTXYLO #IoT #IIoT;Wed Aug 17 13:41:38 +0000 2016;;0.0;0.0;weCONECTMedia;Berlin, London, Boston;de;23828.0;False;9047.0;42.3648603;-71.5938478;#IoT #IIoT
"#Why does my nested loop throw an exception in Python?
#Tech #Internet #Question #HowTO
https://t.co/9q4or5C0r6";Wed Aug 17 13:41:40 +0000 2016;;0.0;0.0;UriSamuels;USA;en;386.0;False;442518.0;39.7837304;-100.4458824;#Why #Tech #Internet #Question #HowTO
"RT @ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to the ears 🙈😁

Art by @mspainteilyn ✏

@lizasoberano 💙 https://t…";Wed Aug 17 13:41:46 +0000 2016;;0.0;0.0;ViaCiashet;Valenzuela City;en;88.0;True;970.0;14.5711849;121.0241195;
Big Data Byte: Analyzing the Medicaid expansion population https://t.co/zyURTfOm7T via @HealthITNews;Wed Aug 17 13:41:49 +0000 2016;;0.0;0.0;MrMazharShah;Pakistan;en;6686.0;False;68764.0;30.3308401;71.247499;
PR__Backlinks: Live Streaming Your Event to the World - https://t.co/wrTECwv9Jm Hadoop Action Chuck Lam 2010: https://t.co/3FcjHodcCV;Wed Aug 17 13:41:51 +0000 2016;;0.0;0.0;CloudataNow;San Francisco, CA;en;880.0;False;2066890.0;37.7792808;-122.4192362;
RT @Hema_SK_: Started frm t Spark! Now his films Never fail to Do big in BoxOffice😎 Yes he is a Prince @Siva_Kartikeyan Na😎 #PrinceOfKollyw…;Wed Aug 17 13:41:53 +0000 2016;;0.0;0.0;indu_sk;india;en;1637.0;True;49079.0;22.3511148;78.6677428;#PrinceOfKollyw…
RT @openshift: Don't miss this new #OpenShift Commons #BigData session in a couple of hours. https://t.co/8ZcTiNQP2z;Wed Aug 17 13:41:58 +0000 2016;;0.0;0.0;JoshuaAllenHolm;Grand Rapids, MI;en;74.0;False;142.0;42.9632405;-85.6678638;#OpenShift #BigData
"@SkyNews Holy cr@p that's a looot of people. Thought networks &amp; big data were on the rise?";Wed Aug 17 13:42:00 +0000 2016;;0.0;0.0;ShameTorturers;Sydney, New South Wales;en;85.0;False;1428.0;-33.8679573;151.210047;
How can I check that a list has one and only one truthy value? #python https://t.co/1TWPVSTrZJ;Wed Aug 17 13:42:00 +0000 2016;;0.0;0.0;PythonQnA;Bengaluru, India;en;128.0;False;12454.0;12.9791198;77.5912997;#python
"RT @lizasoberano: Listen to ""Spark,"" my single from the Dolce Amore OST album - now on Spotify. Physical release on August 19! ❤️ https://t…";Wed Aug 17 13:42:04 +0000 2016;;0.0;0.0;kayella11_me;Dammam Saudi Arabia ;en;66.0;False;2952.0;26.4367824;50.1039991;
"RT @lizasoberano: Listen to ""Spark,"" my single from the Dolce Amore OST album - now on Spotify. Physical release on August 19! ❤️ https://t…";Wed Aug 17 13:42:04 +0000 2016;;0.0;0.0;mamaradloicka_;Wonderland;en;641.0;True;40343.0;16.3131877;121.1297478;
Use Big Data to Create Value for Customers, Not Just Target Them via @HarvardBiz https://t.co/G5IWo6Qqj4;Wed Aug 17 13:42:06 +0000 2016;;0.0;0.0;CarlAckermann;Appleton, WI;en;333.0;False;382.0;44.2611337;-88.4067603;
Tis' but a SCRATCH! https://t.co/mlDXrR1yWT;Wed Aug 17 13:42:06 +0000 2016;;0.0;0.0;Capotain_Media;Who Knows Where I am?;en;829.0;False;632.0;43.6848045;-79.6150858;
"RT @ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to the ears 🙈😁

Art by @mspainteilyn ✏

@lizasoberano 💙 https://t…";Wed Aug 17 13:42:07 +0000 2016;;0.0;0.0;jazzicban;Canada;en;48.0;False;271.0;61.0666922;-107.991707;
"RT @MichelleVito: you show me love never apart, you're always there for me i'm alright. you are the spark 🎶 #LSS
@lizasoberano 😍😍 https://t…";Wed Aug 17 13:42:16 +0000 2016;;0.0;0.0;rominapmrtnz;Marikina City;en;111.0;False;22371.0;14.6640304;121.101115169968;#LSS
We're #hiring! Click to apply: Python Admin - https://t.co/DX6gz0tSl8 #Job #IT #Riverwoods, IL #Jobs;Wed Aug 17 13:42:17 +0000 2016;{'type': 'Point', 'coordinates': [-87.897014, 42.1675254]};0.0;0.0;USJobsCognizant;Teaneck, USA;en;868.0;True;11585.0;40.8975992;-74.0159726;#hiring! #Job #IT #Riverwoods, #Jobs
BridgetoWealth: Live Streaming Your Event to the World - https://t.co/wrTECwdykM Python 3 al descubierto: https://t.co/zBiRuA1kwR;Wed Aug 17 13:42:19 +0000 2016;;0.0;0.0;CloudataNow;San Francisco, CA;en;880.0;False;2066892.0;37.7792808;-122.4192362;
sonicrank2: 1ClickStormCluster for Your Big Data Center Cloud - https://t.co/uTyoALAWoI 4D Concepts Corner TV Stand: https://t.co/qCGbMeSwNj;Wed Aug 17 13:42:20 +0000 2016;;0.0;0.0;CloudataNow;San Francisco, CA;en;880.0;False;2066893.0;37.7792808;-122.4192362;
Interview with #DataScience Hiring Manager: Nick Larusso, Graphiq https://t.co/fkaTe9hr5B;Wed Aug 17 13:42:20 +0000 2016;;0.0;0.0;sakalli;60.152756,24.655643;en;1402.0;True;5768.0;60.1526715;24.6554282;#DataScience
#Technology, #Science New Data Shows #Instagram Stories is Not Slowing #Snapchat Use - Yet … https://t.co/slT498pLLu;Wed Aug 17 13:42:24 +0000 2016;;0.0;0.0;SEMonline4u;United States;en-gb;120.0;False;1896.0;39.7837304;-100.4458824;#Technology, #Science #Instagram #Snapchat
RT @MongoDB: #MongoDB named a leader in The @Forrester Wave: #BigData #NoSQL Q3 2016​. Download it now: https://t.co/in4nG37gX2 https://t.c…;Wed Aug 17 13:42:25 +0000 2016;;0.0;0.0;schwartzrw;Williams Bay, WI;en;403.0;False;1547.0;42.5780721;-88.5409332;#MongoDB #BigData #NoSQL
"RT @ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to the ears 🙈😁

Art by @mspainteilyn ✏

@lizasoberano 💙 https://t…";Wed Aug 17 13:42:27 +0000 2016;;0.0;0.0;NBarbachano;Santo Tomas, Ilocos Region;en;22.0;False;23.0;15.878228;120.5860753;
#data science #big data - Benchmarking Digital Transformation - https://t.co/zt8kJzZQLq https://t.co/jJ7rNYilGN;Wed Aug 17 13:42:34 +0000 2016;;0.0;0.0;davidjcc_Zgz;Zaragoza ;es;6283.0;True;582492.0;41.6521342;-0.8809427;#data #big
"RT @ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to the ears 🙈😁

Art by @mspainteilyn ✏

@lizasoberano 💙 https://t…";Wed Aug 17 13:42:34 +0000 2016;;0.0;0.0;iCaKeyouu;Caker Towns;en;250.0;True;3477.0;51.1489036;-0.9757676;
MoneyOnMobile_: 1ClickSparkCluster for Your Big Data Center Cloud - https://t.co/Xt9pA8vyao More: https://t.co/EkT7homobk;Wed Aug 17 13:42:37 +0000 2016;;0.0;0.0;CloudataNow;San Francisco, CA;en;880.0;False;2066894.0;37.7792808;-122.4192362;
"RT @ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to the ears 🙈😁

Art by @mspainteilyn ✏

@lizasoberano 💙 https://t…";Wed Aug 17 13:42:39 +0000 2016;;0.0;0.0;85256875303M;Hongkong;en;30.0;False;27336.0;22.2793278;114.1628131;
RT @craigbrownphd: Amazon Kinesis Analytics and the road to Big Data's killer app: Kinesis Analytics makes i... https://t.co/WOUHY8eXS9 #Bi…;Wed Aug 17 13:42:39 +0000 2016;;0.0;0.0;jennlMlamb;Paragould, AR;en;14.0;True;1318.0;36.0584021;-90.4973285;#Bi…
Use Big Data to Create Value for Customers, Not Just Target Them https://t.co/A7AALD6DLM;Wed Aug 17 13:42:42 +0000 2016;;0.0;0.0;echostarcat;England;en;90.0;False;393.0;52.7954791;-0.540240236617432;
"RT @Dory: It's always Florida. Always.  RT ”@SeriousStrange: A 17ft python pregnant with 87 eggs was caught in Florida."" https://t.co/pXJfj…";Wed Aug 17 13:42:43 +0000 2016;;0.0;0.0;octafredi17;Jakarta - Jogja;en;224.0;True;2187.0;-7.7991377;110.3621344;
"RT @UofGSciEng: The IBM Bluemix #hackathon on 30/31 Aug @GlasgowCS! Interested in data/computing science &amp; smart cities? Come along! https:…";Wed Aug 17 13:42:43 +0000 2016;;0.0;0.0;LynneBCoSE;Glasgow, Scotland;en;119.0;False;85.0;55.856656;-4.2435816;#hackathon
so nice https://t.co/uIIPksn21H;Wed Aug 17 13:42:48 +0000 2016;;0.0;0.0;rose_janrose;Manila City;en;51.0;False;318.0;14.6783319;121.0649551;
RT @MzkayeL: #PushAwardsLizQuens cto lizasoberano: RT ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to … https://t.…;Wed Aug 17 13:42:50 +0000 2016;;0.0;0.0;serten_ibarra;Dubai, United Arab Emirates;en;65.0;False;9232.0;25.2683521;55.2961962;#PushAwardsLizQuens
@cincylibrary director Kimberly Fender shares how customer data helps her make big decisions. @OrangeBoyInc https://t.co/Jvh5P0yEqF;Wed Aug 17 13:42:51 +0000 2016;;0.0;0.0;webmastergirl;Cincinnati, OH;en;2666.0;True;10995.0;39.1014537;-84.5124601;
New #job: Senior Developer - Scala, Java, Big Data, Banking,City of London .. https://t.co/JpSX3YAHcw #jobs #hiring;Wed Aug 17 13:42:57 +0000 2016;;0.0;0.0;TEKsystemsJobs;Europe & UK;en;812.0;False;315.0;52.4897433;-1.8540987;#job: #jobs #hiring
sad news: juice truck won't start for some odd reason. Pretty sure it the humidity/spark plug combo. Closed today :/ https://t.co/1A76QS8WGP;Wed Aug 17 13:42:58 +0000 2016;;0.0;0.0;JKJuices;Findlay, Ohio;en;130.0;False;433.0;41.0413873;-83.6503981;
Now Playing on #UniversityPulse - The Python - Tickley Feather - Tune in at https://t.co/B50ytDApC5;Wed Aug 17 13:42:59 +0000 2016;;0.0;0.0;PlayingPulse;Boise, Idaho;en;79.0;False;127657.0;43.61656;-116.2008349;#UniversityPulse
RT @openshift: Don't miss this new #OpenShift Commons #BigData session in a couple of hours. https://t.co/8ZcTiNQP2z;Wed Aug 17 13:43:00 +0000 2016;;0.0;0.0;binaryloom;Worldwide;en;2311.0;False;29257.0;53.4575797;-2.226672;#OpenShift #BigData
Big Data: By How Many People Are We Separated On This Planet? - https://t.co/xaiITjnZum;Wed Aug 17 13:43:00 +0000 2016;;0.0;0.0;Ahn_Rho;Antartica;en;15.0;False;186.0;-82.1081819;34.378236;
Almost time to sign in to watch the Rothschild webinar - Statistics and Data Science https://t.co/qjuuIA4mii https://t.co/VZY3jAflaE;Wed Aug 17 13:43:00 +0000 2016;;0.0;0.0;NewtonInstitute;Cambridge, UK;en;1870.0;False;592.0;52.2033051;0.124862;
nwhitington: 1ClickStormCluster for Your Big Data Center Cloud - https://t.co/uTyoALAWoI Python Bibliography: https://t.co/edpKnmByZn;Wed Aug 17 13:43:01 +0000 2016;;0.0;0.0;CloudataNow;San Francisco, CA;en;880.0;False;2066897.0;37.7792808;-122.4192362;
Within each heart is a spark of the Divine. These sparks of Divinity and love can reach into the darkness and... https://t.co/B81nrWukRL;Wed Aug 17 13:43:01 +0000 2016;;0.0;0.0;kevin_cieri;Long Branch, NJ;en;57.0;False;5361.0;40.3042778;-73.9923595;
Apply Today: Data Engineer, Apache Spark in McLean, VA https://t.co/OgdrKLbriO #job;Wed Aug 17 13:43:06 +0000 2016;;0.0;0.0;RWard_CapOne;McLean, VA;en;83.0;True;5022.0;38.9342888;-77.1776326;#job
"RT @ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to the ears 🙈😁

Art by @mspainteilyn ✏

@lizasoberano 💙 https://t…";Wed Aug 17 13:43:07 +0000 2016;;0.0;0.0;lizasobrabantot;cocoon;en;850.0;True;53865.0;50.1121813;8.7147231;
RT @BestMovieLine: Monty Python and the Holy Grail https://t.co/wHZ2kHAzy5;Wed Aug 17 13:43:07 +0000 2016;;0.0;0.0;nick23perry;Yakima, WA;en;418.0;True;4296.0;46.601557;-120.510842;
RT @PeaceOpsCIC: Where are the #Europeans? Will they ever again be big contributors to @UNPeacekeeping?  https://t.co/ohakpBXpDM https://t.…;Wed Aug 17 13:43:08 +0000 2016;;0.0;0.0;FBAFolke;Stockholm;en;3594.0;False;3920.0;59.3251172;18.0710935;#Europeans?
RT @wordpressbot_: Python: For Beginners, Learn Python Fast! Python Programming Language Crash Course  here  https://t.co/UajffKuiBL #javas…;Wed Aug 17 13:43:09 +0000 2016;;0.0;0.0;annatomkaartist;Budapest, Magyarország;hu;1198.0;False;19629.0;47.4983815;19.0404707;#javas…
RT @Write4Research: Five Minutes with Professor Gary King: Transformational power of big data lies, pure and simple, in its analytics https…;Wed Aug 17 13:43:09 +0000 2016;;0.0;0.0;elfriesen;Utrecht, The Netherlands;en;304.0;True;5962.0;52.08095165;5.12768031549829;
"RT @ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to the ears 🙈😁

Art by @mspainteilyn ✏

@lizasoberano 💙 https://t…";Wed Aug 17 13:43:11 +0000 2016;;0.0;0.0;lalainedgs;Paris, France;en;857.0;True;18906.0;48.8566101;2.3514992;
RT @NYCHBL: RT @HealthITNews: Precision medicine: Analytics, data science and EHRs in the new age https://t.co/Q81uRo6fUv #PopHealthIT;Wed Aug 17 13:43:20 +0000 2016;;0.0;0.0;AGDGRoque;Pennsylvania, USA;en;6535.0;True;3101.0;40.9699889;-77.727883;#PopHealthIT
"RT @ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to the ears 🙈😁

Art by @mspainteilyn ✏

@lizasoberano 💙 https://t…";Wed Aug 17 13:43:20 +0000 2016;;0.0;0.0;acihrbabe18;Cabangan, Central Luzon;en;12.0;False;120.0;15.1589735;120.0555503;
"RT @Dory: It's always Florida. Always.  RT ”@SeriousStrange: A 17ft python pregnant with 87 eggs was caught in Florida."" https://t.co/pXJfj…";Wed Aug 17 13:43:21 +0000 2016;;0.0;0.0;meliigalvan17;FL;en;487.0;True;6709.0;27.7567667;-81.4639834;
The best comedy ever! https://t.co/1jYsmvuoMq;Wed Aug 17 13:43:27 +0000 2016;;0.0;0.0;hight_frank;Palmetto, FL;en;119.0;False;1486.0;27.5278065;-82.5836068572292;
RT @chrisfholm: Is it just me, or is Trump's campaign starting to look like the credits to Monty Python and the Holy Grail? #ThoseResponsib…;Wed Aug 17 13:43:30 +0000 2016;;0.0;0.0;EvieManieri;New York, NY;en;740.0;False;5351.0;40.7305991;-73.9865811;#ThoseResponsib…
Spark🎶;Wed Aug 17 13:43:34 +0000 2016;;0.0;0.0;kpicban;mabalacat city, pampanga;en;254.0;False;3528.0;15.2228211;120.5733105;
RT @pypi_updates2: frida 7.3.1: Inject JavaScript to explore native apps on Windows, Mac, Linux, iOS and A... https://t.co/9Kai4UMthu;Wed Aug 17 13:43:34 +0000 2016;;0.0;0.0;annatomkaartist;Budapest, Magyarország;hu;1198.0;False;19689.0;47.4983815;19.0404707;
"RT @MichelleVito: you show me love never apart, you're always there for me i'm alright. you are the spark 🎶 #LSS
@lizasoberano 😍😍 https://t…";Wed Aug 17 13:43:39 +0000 2016;;0.0;0.0;carstine_26;Lucena City, Calabarzon;en;132.0;False;1307.0;13.9269297;121.6131654;#LSS
RT @BestMovieLine: Monty Python and the Holy Grail https://t.co/wHZ2kHAzy5;Wed Aug 17 13:43:48 +0000 2016;;0.0;0.0;Li__um;Highland Village, TX;en;285.0;False;5931.0;33.091788;-97.0466758;
I'm a spark and you're a boom;Wed Aug 17 13:43:57 +0000 2016;;0.0;0.0;ANTlbiotics;Earth-616;en;1151.0;False;24338.0;14.6761486;121.0348183;
"""you are the spark, undying light
you are my everything,my desire...""

lss na talaga @lizasoberano
#DolceAmoreBusted https://t.co/HK69FO6gSS";Wed Aug 17 13:43:57 +0000 2016;;0.0;0.0;jemlovesyuu;Philippines;en;1613.0;True;54549.0;12.7503486;122.7312101;#DolceAmoreBusted
New report: Hadoop software industry analysis, size, share and 2021 forecast - WhaTech https://t.co/fMLHSWCnez https://t.co/22LREDUCa5;Wed Aug 17 13:43:58 +0000 2016;;0.0;0.0;ProjectAnalysis;Chester, UK;en;1369.0;False;29216.0;53.1908873;-2.8908954;
qtgurlxx: 1ClickSparkCluster for Your Big Data Center Cloud - https://t.co/Xt9pA8dXiQ Relativity Visualized: https://t.co/f92cqyL1YP;Wed Aug 17 13:44:03 +0000 2016;;0.0;0.0;CloudataNow;San Francisco, CA;en;880.0;False;2066900.0;37.7792808;-122.4192362;
RT @coast2coastpd: How Your Biggest Failure Can Spark Your Greatest Success... - https://t.co/Xw0EfMmUKs;Wed Aug 17 13:44:03 +0000 2016;;0.0;0.0;Raymond_Norman;WI.MN.USA;en;23977.0;False;265835.0;44.00044095;-92.45452705;
RT @BestMovieLine: Monty Python and the Holy Grail https://t.co/wHZ2kHAzy5;Wed Aug 17 13:44:04 +0000 2016;;0.0;0.0;Mohradim;Grenoble;en;140.0;False;3470.0;45.182478;5.7210773;
".@JustinCapponPro on #Periscope: 🎯 THE ELEVATOR PITCH 🎯Tips, Do's, &amp; Don'ts for crafting a pitch that will SPARK … https://t.co/S0ls3Id9vw";Wed Aug 17 13:44:06 +0000 2016;;0.0;0.0;toniaquarterman;Florida;en;81.0;False;864.0;27.7567667;-81.4639834;#Periscope:
Seeking Experienced Researcher for MSCA-IF-EF-SE 2016. Background in data science and IoT-smart sensors required https://t.co/DsWWP1h58E;Wed Aug 17 13:44:06 +0000 2016;;0.0;0.0;NSAlmodovar;Madrid, Comunidad de Madrid;es;125.0;True;124.0;40.4167047;-3.7035824;
RebeEngland: 1ClickKafkaCluster for Your Big Data Center Cloud - https://t.co/nw2oSUiyRB Real ACT 3rd Prep Guide: https://t.co/mx4kTQVoKC;Wed Aug 17 13:44:07 +0000 2016;;0.0;0.0;CloudataNow;San Francisco, CA;en;880.0;False;2066901.0;37.7792808;-122.4192362;
#lizasoberano posted August 17, 2016 at 09:39PM https://t.co/qr1uIAO1vx;Wed Aug 17 13:44:09 +0000 2016;;0.0;0.0;sweetamoreblog;Republic of the Philippines;en;4.0;False;541.0;12.7503486;122.7312101;#lizasoberano
"you are the spark, undying light, you are my everything , my desire 💕🎧
#PushAwardsLizQuens 
#DolceAmoreBusted";Wed Aug 17 13:44:09 +0000 2016;;0.0;0.0;mamaradloicka_;Wonderland;en;641.0;True;40344.0;16.3131877;121.1297478;#PushAwardsLizQuens #DolceAmoreBusted
RT @PeaceOpsCIC: Where are the #Europeans? Will they ever again be big contributors to @UNPeacekeeping?  https://t.co/ohakpBXpDM https://t.…;Wed Aug 17 13:44:11 +0000 2016;;0.0;0.0;bjornhamland;Vollen, Norway;no;520.0;False;694.0;59.8084096;10.4818905;#Europeans?
Sarah? Have we ever even talked about Monty Python 󾰮? https://t.co/UqLVER7RAH;Wed Aug 17 13:44:14 +0000 2016;;0.0;0.0;nathanmaschine;my mind;en;58.0;True;1880.0;39.3313419;-76.6339949;
RT @craigbrownphd: Amazon Kinesis Analytics and the road to Big Data's killer app: Kinesis Analytics makes i... https://t.co/WOUHY8eXS9 #Bi…;Wed Aug 17 13:44:15 +0000 2016;;0.0;0.0;s0schurch;Arnold, MO;en;273.0;True;3989.0;38.4328317;-90.3776186;#Bi…
@bjee77 @Mary27Ellen You could say exactly the same about sperm, and in one Tweet you've reached Monty Python. Don't be daft.;Wed Aug 17 13:44:21 +0000 2016;;0.0;0.0;HappySinger;Penrith, Sydney;en;3162.0;True;63281.0;-33.751111;150.6941667;
Data Analyst Hadoop Python Developer Jobs in Irving, TX #Irving #TX #jobs #jobsearch https://t.co/SmapxH4Ypp;Wed Aug 17 13:44:32 +0000 2016;;0.0;0.0;jobfindlypython;United States;en;960.0;False;95734.0;39.7837304;-100.4458824;#Irving #TX #jobs #jobsearch
"RT @lizasoberano: Listen to ""Spark,"" my single from the Dolce Amore OST album - now on Spotify. Physical release on August 19! ❤️ https://t…";Wed Aug 17 13:44:34 +0000 2016;;0.0;0.0;mariakath_;Manila,Philippines;en;111.0;True;6800.0;14.5906216;120.9799696;
RT @SilverSherpa: New research: earliest signs of #Alzheimers related to decreased blood flow #ElderCare  @OntarioBrain @TheNeuro_MNI  http…;Wed Aug 17 13:44:36 +0000 2016;;0.0;0.0;TheNeuro_MNI;Montreal ;en;2682.0;False;1329.0;45.5087928;-73.5539819;#Alzheimers #ElderCare
"RT @ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to the ears 🙈😁

Art by @mspainteilyn ✏

@lizasoberano 💙 https://t…";Wed Aug 17 13:44:37 +0000 2016;;0.0;0.0;Realbebay;Bonifacio High Street;en;74.0;False;19637.0;14.55049515;121.051316013746;
"RT @ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to the ears 🙈😁

Art by @mspainteilyn ✏

@lizasoberano 💙 https://t…";Wed Aug 17 13:44:41 +0000 2016;;0.0;0.0;HopeLoveQuenito;La Presa, Benguet;en;131.0;False;15180.0;16.4589777;120.745447804036;
CARRINDIAN: 1ClickCassandraCluster for Your Big Data Center Cloud - https://t.co/HzceuBn21w Those Who Can, Teach: https://t.co/MjDhPEdsjp;Wed Aug 17 13:44:41 +0000 2016;;0.0;0.0;CloudataNow;San Francisco, CA;en;880.0;False;2066906.0;37.7792808;-122.4192362;
"RT @Dory: It's always Florida. Always.  RT ”@SeriousStrange: A 17ft python pregnant with 87 eggs was caught in Florida."" https://t.co/pXJfj…";Wed Aug 17 13:44:45 +0000 2016;;0.0;0.0;Waves_So_Sick;  Chicago  ;en;6592.0;False;19809.0;41.8755546;-87.6244211;
Looking for a Senior Big Data #Architect - #Toronto in Toronto, ON Canada https://t.co/HTBsmiU0a3 #job #architect;Wed Aug 17 13:44:54 +0000 2016;;0.0;0.0;DavangPatel;Montreal, Quebec;en;391.0;True;7543.0;45.5087928;-73.5539819;#Architect #Toronto #job #architect
carlottarichar7: HyperScale HyperConvergence Big Data Cloud Advanced Training - https://t.co/rXPdl5ke1O: https://t.co/kFx1mtQpos;Wed Aug 17 13:44:56 +0000 2016;;0.0;0.0;CloudataNow;San Francisco, CA;en;880.0;False;2066907.0;37.7792808;-122.4192362;
RT @MongoDB: #MongoDB named a leader in The @Forrester Wave: #BigData #NoSQL Q3 2016​. Download it now: https://t.co/in4nG37gX2 https://t.c…;Wed Aug 17 13:45:00 +0000 2016;;0.0;0.0;Jennifer_Seelin;New York;en;849.0;True;2429.0;40.7305991;-73.9865811;#MongoDB #BigData #NoSQL
Python: user input and commandline arguments #python #input #command-line-arguments https://t.co/ejxaScFQm1;Wed Aug 17 13:45:00 +0000 2016;;0.0;0.0;PythonQnA;Bengaluru, India;en;128.0;False;12455.0;12.9791198;77.5912997;#python #input #command-line-arguments
Burn the talent churn using Big Data https://t.co/2FEhN4ju1z;Wed Aug 17 13:45:01 +0000 2016;;0.0;0.0;russellharper;Marlow;en;389.0;False;4543.0;51.5718668;-0.7769499;
Getting started with machine learning in Python - Crowdcast https://t.co/aSTLTCH1f8 https://t.co/jeVWKgTehg;Wed Aug 17 13:45:02 +0000 2016;;0.0;0.0;darkelda;Paris, France;fr;656.0;True;21312.0;48.8566101;2.3514992;
"RT @nicolambn: How to become a Data driven Business 
https://t.co/OIZCmeoffS … 
#Data #BigData #DataDriven #DataQuality";Wed Aug 17 13:45:02 +0000 2016;;0.0;0.0;DQ_Global;Worldwide;en;1344.0;False;3003.0;53.4575797;-2.226672;#Data #BigData #DataDriven #DataQuality
'Does your Work Spark JOY?' by @leepryke shared via @KlussterApp https://t.co/jjK53GFKfI;Wed Aug 17 13:45:03 +0000 2016;;0.0;0.0;zimpeterw;Ontario, Canada;en;14598.0;False;41405.0;50.0000002;-86.0;
The next big thing: outsourcing your data analytics https://t.co/s9BbK6EyBK;Wed Aug 17 13:45:04 +0000 2016;;0.0;0.0;Gabokappa;London;en;355.0;True;3725.0;51.5073219;-0.1276473;
The Science of Data-Driven Storytelling #measure #analytics #bigdata #datascience https://t.co/4HRoAMerEo;Wed Aug 17 13:45:04 +0000 2016;;0.0;0.0;jonnylongden;Leeds, England;en;17749.0;False;8311.0;53.7974185;-1.543794;#measure #analytics #bigdata #datascience
The next big thing: outsourcing your data analytics - https://t.co/fth2JgPjkA;Wed Aug 17 13:45:05 +0000 2016;;0.0;0.0;thusmann;Zürich, Switzerland;de;470.0;True;1567.0;47.3685586;8.5404434;
5 Free Data Science eBooks For Your Summer Reading List https://t.co/in8OPYYSsv;Wed Aug 17 13:45:05 +0000 2016;;0.0;0.0;Szaki85;Budapest, Hungary;en;1353.0;False;3805.0;47.4983815;19.0404707;
#Opinion: Are #big #data #analytics more important than the #cloud? @RWW #PLATFORMS https://t.co/I589hq3iyn https://t.co/UAqVW23DUm;Wed Aug 17 13:45:08 +0000 2016;;0.0;0.0;LXRGuide;New Jersey, USA;en;294.0;False;243.0;40.0757384;-74.4041621;#Opinion: #big #data #analytics #cloud? #PLATFORMS
